name,state,state_code,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,degree_type,pred_degree_type,highest_degree,type_school,ST_FIPS,region,locale,hbcu,pbi,annhi,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority
Drexel University,Pennsylvania,PA,4 Year,14079,53279,67358,53279,67358,26359,9,61700,114800,0.47,0.28,3,3,4,2,42,2,11,0,0,0,0,0,0,0,0,0.826269591,1317,0,12807,27777,16830,11473,0.5305,0.2428,0.7439,23.29625382,0.292285479,52511,0.1175,0.8944000244,74533.27,6.46999979,0.03289999962,0.5247922910580827,0.0015175082514511172,0.11696194848059487,0.07796198641830115,0.054023293751659776,0.004097272278918017,0.5523350658219204,0.02621495504381805,0.041731476914905724,3299,7401
Drury University,Missouri,MO,4 Year,8096,28365,36461,28365,36461,4215,19,42600,79400,0.6,0.12,3,3,4,2,29,4,12,0,0,0,0,0,0,0,0,0.654181632,1249,0,14651,10894,8693,5581,1,0.2995,0.5993,26.13188143,0.412763069,31973,0.0596999979,0.9677999878,45736.92,10.21000004,0.03180000067,0.6045077105575326,0.009727164887307236,0.011387900355871887,0.03772241992882562,0.048873072360616845,0.00166073546856465,0.8241992882562278,0.0199288256227758,0,196,545
Duke University,North Carolina,NC,4 Year,15178,55695,70873,55695,70873,15856,1,71100,132100,0.5,0.26,3,3,4,2,37,5,11,0,0,0,0,0,0,0,0,0.058889805,1516,0,3732,30214,64884,16996,0.9125,0.1313,0.957,21.316142,0.134588564,61560,0.1509000015,0.8659999847000001,78468.48,6.349999905,0.03019999981,0.4976664984863774,0.0041624621594349145,0.14303733602421795,0.07290615539858729,0.0502648839556004,0.0012613521695257316,0.4911074672048436,0.023271947527749748,0.03115539858728557,2899,4676
East Tennessee State University,Tennessee,TN,4 Year,8472,9277,17749,28459,36931,14434,22,43700,77300,0.57,0.08,3,3,4,1,47,5,13,0,0,0,0,0,0,0,0,0.87399276,1135,0,11001,9314,13763,7815,0.6289,0.3846,0.501,22.23807505,0.376894809,33885,0.06659999847,0.9748999786,47640.99,10.48999977,0.031600000860000005,0.5798115560482194,0.0026326728557572398,0.0160731605930442,0.05958154357766385,0.02009145074130525,6.235277816267147e-4,0.829084106969655,0.023624774837189968,0.014479700706664819,488,1770
Eastern Kentucky University,Kentucky,KY,4 Year,9018,9296,18314,19074,28092,16305,11,45600,80700,0.56,0.05,3,3,4,1,21,5,32,0,0,0,0,0,0,0,0,0.983450559,1084,0,12056,6781,8180,7301,0.5962,0.3804,0.4656,22.55726601,0.399533489,39224.5,0.07050000191,0.9762999725,47617.36,13.73999977,0.032300000190000004,0.5748543391597669,0.003005213124808341,0.008708984973934375,0.05930696105489114,0.020423183072677095,0.0011652867218644588,0.8307267709291628,0.021895124195032197,0.03655320453848513,297,1867
Eastern Michigan University,Michigan,MI,4 Year,9854,13959,23813,13959,23813,22401,18,47300,86700,0.5,0.06,3,3,4,1,26,3,21,0,0,0,0,0,0,0,0,0.846052782,1061,0,14179,11475,8040,9759,0.9853,0.3537,0.4761,22.66417708,0.344196429,36983,0.1056999969,0.9323000336,69989,6.900000095,0.03359999895,0.5964912280701754,0.0023213249408508547,0.02522208829962948,0.18119726797910807,0.037051917325119414,6.696129637069774e-4,0.6633186018481317,0.031427168429980806,0.025088165706888085,755,6225
Eastern New Mexico University,New Mexico,NM,4 Year,7162,6206,13368,8128,15290,5879,4,44500,80500,0.61,0.05,3,3,4,1,35,6,33,0,0,0,0,1,0,0,0,0.325,1002,0,4005,5217,6333,7244,0.7137,0.3122,0.38,24.2920354,0.455861747,28573,0.06739999770999999,0.9091999817,42974.58,15.31999969,0.041500000950000004,0.5915972104099336,0.02653512502126212,0.01122639904745705,0.04354482054771219,0.329477802347338,0.00442252083687702,0.4647048817826161,0.02466405851335261,0.07399217554005784,126,2586
Emory University,Georgia,GA,4 Year,14456,51306,65762,51306,65762,14769,2,62000,110800,0.44,0.2,3,3,4,2,13,5,11,0,0,0,0,0,0,0,0,0.156022816,1480,0,10151,25445,49768,14938,0.7301,0.196,0.9016,20.60010621,0.163870246,56041,0.1440999985,0.8686000061,80509.92,6.059999943,0.029100000860000003,0.565305707901686,0.0017604441736068792,0.15444512153835738,0.09980364276525154,0.059178007989708174,5.416751303405782e-4,0.4492518112262171,0.02288577425688943,0.05254248764303609,2357,5001
Erskine College,South Carolina,SC,4 Year,10900,34560,45460,34560,45460,753,12,43500,78000,0.57,0.28,3,3,4,2,45,5,42,0,0,0,0,0,0,0,0,0.626666667,1041,0,33471,7962,5737,5020,1,0.4393,0.4554,19.77427822,0.222535211,60991,0.07170000076,0.9561000061,57374.47,8.460000038,0.03180000067,0.4355909694555113,0.00398406374501992,0.00796812749003984,0.16600265604249667,0.029216467463479414,0,0.6082337317397079,0,0.1845949535192563,0,156
Evergreen State College,Washington,WA,4 Year,11346,7949,19295,26459,37805,4219,23,47500,83500,0.47,0,3,3,4,1,53,8,22,0,0,0,0,0,0,0,0,0.99459946,1119,0,19307,6958,10947,8267,0.7354,0.4543,0.4401,26.55699622,0.300900901,22200,0.11680000310000001,0.8937999725,63843.36,7.519999981,0.039100000860000005,0.5501303626451766,0.025835506044086277,0.02156909220194359,0.0538042190092439,0.07679544915856838,0.0030812988859919414,0.6560796397250533,0.07442521924626688,0.08390613889547287,19,1078
Fairfield University,Connecticut,CT,4 Year,14710,48350,63060,48350,63060,5123,4,62300,116900,0.41,0.17,3,3,4,2,9,1,21,0,0,0,0,0,0,0,0,0.558071643,1315,0,29888,27902,14076,12205,1,0.0976,0.8312,19.90887667,0.165444173,117152,0.16239999770000002,0.87,93458.99,4.190000057,0.025999999049999997,0.6014054265079055,5.855943782939684e-4,0.022057388249072808,0.026742143275424558,0.06870974038649229,9.759906304899473e-4,0.6982236970525083,0.013078274448565293,0.10325980870583643,340,677
Fairmont State University,West Virginia,WV,4 Year,9004,7514,16518,16324,25328,4035,14,42900,74100,0.53,0.07,3,3,4,1,54,5,32,0,0,0,0,0,0,0,0,0.987549519,1018,0,8949,4262,6979,6534,0.9096,0.358,0.4074,22.00556962,0.413981431,41285,0.06460000038000001,0.9805999756,42179.08,12.81999969,0.03960000038,0.5588599752168525,0.0037174721189591076,0.0044609665427509295,0.053035935563816604,0.01883519206939281,7.434944237918215e-4,0.8604708798017349,0.02379182156133829,0.008674101610904586,106,422
Faulkner University,Alabama,AL,4 Year,7750,21690,29440,21690,29440,3335,21,39400,71300,0.61,0.02,3,3,4,2,1,5,12,0,1,0,0,0,0,0,0,0.646007817,1042,0,19162,13718,7932,6271,0.5511,0.461,0.2345,28.26047565,0.430031949,24037.5,0.07849999904999999,0.9658999634,52330.99,12.31000042,0.03920000076,0.6002998500749626,0.00719640179910045,0.005697151424287856,0.4512743628185907,0.021289355322338832,8.995502248875562e-4,0.45517241379310347,0.015592203898050975,0.028185907046476763,49,1674
Felician University,New Jersey,NJ,4 Year,12880,34315,47195,34315,47195,1953,11,53200,98200,0.51,0.1,3,3,4,2,34,2,21,0,0,0,0,1,0,0,0,0.919809276,1020,0,14902,15478,6805,7508,0.3658,0.4861,0.5283,24.28276574,0.494897959,32635,0.095,0.7223000336,74826.3,7.2100000380000004,0.03880000114,0.742447516641065,0.005120327700972862,0.06861239119303636,0.19559651817716334,0.2488479262672811,0.0056323604710701485,0.3671274961597542,0.006144393241167435,0.07629288274449565,52,1035
Ferris State University,Michigan,MI,4 Year,9894,12630,22524,12630,22524,14600,17,50000,89300,0.5,0.08,3,3,4,1,26,3,32,0,0,0,0,0,0,0,0,0.847709924,1047,0,8415,12181,9236,9818,0.7251,0.3478,0.4887,23.2222415,0.352963101,41668.5,0.07150000095,0.9594999694999999,61040.62,6.820000172,0.03829999924,0.5304109589041096,0.005342465753424658,0.014178082191780822,0.06938356164383562,0.038082191780821915,4.7945205479452054e-4,0.7796575342465754,0.03034246575342466,0.03246575342465753,439,2304
Ferrum College,Virginia,VA,4 Year,11500,34175,45675,34175,45675,1451,25,43000,80600,0.54,0.06,3,3,3,2,51,5,42,0,0,0,0,0,0,0,0,0.764213046,1061,0,19787,14331,7692,5268,1,0.5469,0.3293,19.8362256,0.388489209,35817.5,0.07829999924,0.9405999756,59937.19,7.4600000380000004,0.027599999899999998,0.4720882150241213,0.004135079255685734,0.0055134390075809786,0.3004824259131633,0.05306685044796692,0.002067539627842867,0.5478980013783598,0.04755341144038594,0.029634734665747762,14,599
Fisk University,Tennessee,TN,4 Year,10790,21480,32270,21480,32270,772,11,45300,83600,0.53,0.39,3,3,4,2,47,5,11,1,0,0,0,0,0,0,0,0.611072179,1167,0,24464,10154,4289,6241,0.6753,0.5142,0.4802,19.86011905,0.265780731,30520,0.07900000095,0.8976000214,55965.03,13.55000019,0.049000000950000004,0.6295336787564767,0,0.007772020725388601,0.8458549222797928,0.023316062176165803,0.0012953367875647669,0.010362694300518135,0.015544041450777202,0.09585492227979274,0,690
Florida Atlantic University,Florida,FL,4 Year,11896,6039,17935,21595,33491,30297,11,49400,91200,0.51,0.15,3,3,4,1,12,5,13,0,0,0,0,1,0,0,0,0.780062033,1119,0,4769,5808,8329,9848,0.6955,0.3638,0.5567,23.28665146,0.387772831,28064.5,0.08859999656999999,0.7731999969000001,63066.25,8.210000038,0.0324000001,0.5702544806416477,0.0018813743935043074,0.04350265702874872,0.1874112948476747,0.23946265306796052,0.001188236459055352,0.46311515991682345,0.030498069115754034,0.00858170775984421,738,15268
Florida Institute of Technology,Florida,FL,4 Year,12880,41850,54730,41850,54730,6393,3,58300,105400,0.53,0.48,3,3,4,2,12,5,13,0,0,0,0,0,0,0,0,0.663425025,1253,0,26795,22918,12182,9904,0.9799,0.2098,0.6305,28.41205534,0.401340283,30032,0.0975,0.8916999817,68086.59,6.179999828,0.02880000114,0.3300484905365243,0.004379790395745347,0.02721726888784608,0.08337243860472392,0.05615516971687783,0.0026591584545596746,0.37634913186297514,0.015172845299546378,0.08368528077584858,2244,1208
Florida International University,Florida,FL,4 Year,10882,6558,17440,18956,29838,49610,13,49600,90100,0.51,0.16,3,3,4,1,12,5,21,0,0,0,0,1,0,0,0,0.640131659,1155,0,3217,5286,6355,10252,0.9752,0.4677,0.6703,23.49446833,0.414037389,23924,0.09119999886,0.5211000061,58110.89,11.600000380000001,0.04420000076,0.5595041322314049,8.466035073573876e-4,0.028905462608345093,0.12047974198750253,0.6291271920983673,0.0011489619028421689,0.11455351743600081,0.021003829873009475,0.010985688369280386,3619,39763
Florida State University,Florida,FL,4 Year,10816,6516,17332,21683,32499,41226,8,50800,92700,0.49,0.18,3,3,4,1,12,5,12,0,0,0,0,0,0,0,0,0.370705909,1280,0,6049,6716,11614,11305,0.8299,0.256,0.8369,20.6220056,0.27636404,43729,0.1013000011,0.8548999786,60914.47,8.899999619,0.03619999886,0.549289283461893,0.0028137583078639695,0.02495997671372435,0.08191432591083297,0.1599476058797846,0.001431135691068743,0.6419735118614467,0.025784698976374133,0.015693979527482655,1875,12238
Fordham University,New York,NY,4 Year,17969,52687,70656,52687,70656,15231,17,58700,112500,0.38,0.1,3,3,4,2,36,2,11,0,0,0,0,0,0,0,0,0.583036197,1402,0,22724,28867,17921,14594,1,0.1921,0.8316,20.35041322,0.176408451,97877,0.1369999981,0.7776999664,77653.15,9.0799999239999991,0.03640000105,0.5845315475018056,0.0011818002757533978,0.07642308449871972,0.06296369246930603,0.12336681767447968,9.848335631278313e-4,0.549208850370954,0.02757533976757928,0.03341868557547108,1902,4455
Fort Lewis College,Colorado,CO,4 Year,9878,9040,18918,19696,29574,3791,13,48300,82600,0.55,0.19,3,3,4,1,8,7,32,0,0,0,0,0,1,0,0,0.927536232,1057,0,12730,3815,9153,7218,0.7481,0.3625,0.4316,21.81433824,0.308503626,41306.5,0.10869999890000001,0.9438999939,61685.3,10.63000011,0.04260000229,0.48694275916644686,0.2339752044315484,0.006330783434450013,0.0081772619361646,0.10234766552360855,0.0021102611448166712,0.5447111580058032,0.05987865998417304,0.02848852545502506,53,1565
Francis Marion University,South Carolina,SC,4 Year,7948,11160,19108,21544,29492,3944,13,42900,77600,0.58,0.18,3,3,4,1,45,5,23,0,0,0,0,0,0,0,0,0.861294584,1011,0,11144,7669,9883,7649,0.7241,0.4649,0.4363,21.18929578,0.362678239,30782,0.06,0.9702999878,49042.79,13.25,0.04230000019,0.702079107505071,0.002789046653144016,0.01191683569979716,0.45081135902636915,0.014198782961460446,5.070993914807302e-4,0.4827586206896552,0.009634888438133874,0.01140973630831643,63,1932
Freed-Hardeman University,Tennessee,TN,4 Year,8260,21950,30210,21950,30210,1867,20,43700,78200,0.54,0.09,3,3,4,2,47,5,32,0,0,0,0,0,0,0,0,0.878814298,1180,0,13758,9322,7395,7093,0.9804,0.2334,0.6519,20.96779661,0.185046729,62772,0.05940000057,0.9683999634,53404.21,9.279999733,0.03339999914,0.5843599357257633,0.0021424745581146223,0.005356186395286556,0.12319228709159079,0.020353508302088912,0,0.7032672737011249,0.014997321906802356,0.11301553294054634,33,310
Friends University,Kansas,KS,4 Year,7972,28415,36387,28415,36387,1882,21,44700,76500,0.59,0.14,3,3,4,2,20,4,11,0,0,0,0,0,0,0,0,0.576670318,1065,0,18008,12118,5268,6656,0.375,0.3953,0.4116,24.72698908,0.357627119,45678,0.0746999979,0.9387999725,60343.56,7.0399999619999996,0.030499999519999998,0.5759829968119022,0.013283740701381509,0.02709883103081828,0.10839532412327312,0.036131774707757705,0.0037194473963868225,0.6923485653560042,0.06269925611052073,0.0563230605738576,0,473
Frostburg State University,Maryland,MD,4 Year,10202,9172,19374,22892,33094,5645,21,49600,87000,0.48,0.19,3,3,4,1,24,2,23,0,0,0,0,0,0,0,0,0.860508514,1089,0,11070,6396,9191,7564,0.7098,0.3455,0.5021,21.74095578,0.359980383,49589,0.1043999958,0.9279000091999999,70221.41,6.360000134,0.03200000048,0.5241806908768822,0.0010628875110717448,0.01753764393268379,0.25969884853852965,0.04322409211691763,0.00088573959255978745,0.5955713020372011,0.03950398582816652,0.020726306465899024,123,2043
Furman University,South Carolina,SC,4 Year,12712,49532,62244,49532,62244,2973,3,52100,98800,0.48,0.16,3,3,4,2,45,5,21,0,0,0,0,0,0,0,0,0.713548927,1375,0,13911,22362,19837,9830,0.859,0.1105,0.8138,20.02066773,0.123778502,83896,0.11890000340000001,0.9269999695,71867.28,6.28000021,0.027200000289999998,0.5802219979818365,0.0010090817356205853,0.01782711066263034,0.05314497140935082,0.03800874537504204,0,0.796501849983182,0.024890682811974436,0.021527077026572486,140,401
George Fox University,Oregon,OR,4 Year,11250,36020,47270,36020,47270,3786,13,51200,89600,0.52,0.08,3,3,4,2,41,8,31,0,0,0,0,0,0,0,0,0.825372757,1184,0,24025,19634,11140,7658,0.2823,0.2813,0.6774,22.65224233,0.275630252,65806,0.085,0.9016000366,65616.22,6.590000153,0.03809999943,0.5641838351822503,0.006339144215530904,0.035129424194400426,0.017960908610670893,0.06946645536185948,0.005018489170628632,0.7060221870047544,0.04543053354463814,0.07184363444268357,162,679
George Mason University,Virginia,VA,4 Year,11460,12462,23922,35922,47382,33729,8,58900,105700,0.48,0.23,3,3,4,1,51,5,21,0,0,0,1,0,0,0,0,0.912992644,1250,0,13780,12312,12967,12121,0.517,0.2928,0.7085,22.57979111,0.299878592,44254,0.1748999977,0.8101000213999999,95275.15,4.010000229,0.021900000569999998,0.5373121053099706,0.002134661567197367,0.14827003468825048,0.09348038779685137,0.10139642444187494,0.00361706543330665,0.4853686738415014,0.03584452548252246,0.0665599335883068,2136,12977
Georgia College and State University,Georgia,GA,4 Year,11016,9346,20362,28060,39076,6772,20,45300,80300,0.51,0.12,3,3,4,1,13,5,32,0,0,0,0,0,0,0,0,0.876753723,1176,0,16114,8763,6888,7938,0.8209,0.1718,0.6191,20.10735587,0.199066874,78447.5,0.08489999771000001,0.9369000244,68382.02,7.860000134,0.02920000076,0.612817483756645,0.002067336089781453,0.01461901949202599,0.07471943295924395,0.048582398109864144,7.383343177790904e-4,0.8180744240992321,0.0228883638511518,0.002362669816893089,108,1108
Georgia Institute of Technology,Georgia,GA,4 Year,11884,12424,24308,33020,44904,23109,1,72700,133400,0.48,0.8,3,3,4,1,13,5,11,0,0,0,0,0,0,0,0,0.15959862,1423,0,9710,13100,10243,14209,0.9026,0.1333,0.9135,20.52855153,0.149151318,71161,0.1171000004,0.8876000213999999,77933.64,6.269999981,0.02960000038,0.3015708165649747,6.923709377298887e-4,0.15504781686788696,0.05616859232333723,0.05582240685447228,7.789173049461248e-4,0.48007269894846166,0.029555584404344627,0.007616080315028776,4951,6888
Georgia Southern University,Georgia,GA,4 Year,10070,7422,17492,20904,30974,20517,8,49000,88000,0.49,0.17,3,3,4,1,13,5,32,0,0,0,0,0,0,0,0,0.905129173,1091,0,13630,5676,5129,8098,0.8375,0.3633,0.5364,20.74023701,0.25100344,49236,0.08420000076,0.93209999080000006,62772.56,9.619999886,0.03420000076,0.522298581663986,0.0043378661597699465,0.013647219379051518,0.25583662328800505,0.06019398547545937,0.0010722815226397622,0.6100307062436029,0.018667446507774042,0.018813666715406737,357,7258
Georgia State University,Georgia,GA,4 Year,11378,10858,22236,29432,40810,32556,7,50600,90800,0.47,0.18,3,3,4,1,13,5,11,0,1,0,1,0,0,0,0,0.999891837,1165,0,16005,8166,5687,9391,0.7452,0.4918,0.547,23.29057234,0.323238139,27922,0.10260000229999999,0.8858999634,72190.32,7.78000021,0.03529999971,0.5899987713478314,0.0019044108612851702,0.10400540606954171,0.36475611254453866,0.08142892247204817,8.293402137854773e-4,0.33136748986361964,0.04100626612605971,0.028443297702420444,1506,19336
Gettysburg College,Pennsylvania,PA,4 Year,13010,54480,67490,54480,67490,2447,12,58400,109300,0.39,0.24,3,3,3,2,42,2,13,0,0,0,0,0,0,0,0,0.563325814,1361,0,13532,23041,15215,9703,0.7635,0.1943,0.8329,19.34685864,0.137228261,107337.5,0.14520000460000002,0.9062999725,84885.01,4.550000191,0.027799999710000002,0.5247241520228851,4.086636697997548e-4,0.018389865140988965,0.03555373927257867,0.04617899468737229,0,0.8005721291377197,0.028606456885982835,0.032693093583980384,92,316
Gonzaga University,Washington,WA,4 Year,11944,43210,55154,43210,55154,7352,4,57800,107600,0.51,0.19,3,3,4,2,53,8,12,0,0,0,0,0,0,0,0,0.761549757,1321,0,18773,22492,11286,10231,0.5819,0.1329,0.8637,19.83231084,0.133101045,110000,0.1025,0.8936000061,67848.44,6.840000153,0.037699999809999996,0.5644722524483133,0.007752992383025027,0.039309031556039174,0.0161860718171926,0.07630576713819369,0.00367247007616975,0.6979053318824809,0.04175734494015234,0.057127312295973884,441,1360
Goucher College,Maryland,MD,4 Year,14506,44300,58806,44300,58806,2120,17,49400,90600,0.42,0.11,3,3,4,2,24,2,13,0,0,0,0,0,0,0,0,0.823421439,1251,0,11564,18561,13455,7705,0.3782,0.3259,0.6235,20.95512821,0.175972927,71417,0.1735000038,0.8726000213999999,82700.4,5.3699998860000004,0.02829999924,0.7084905660377359,0.0023584905660377358,0.025943396226415096,0.10283018867924529,0.06462264150943396,4.716981132075472e-4,0.5754716981132075,0.029245283018867925,0.1872641509433962,25,478
Grambling State University,Louisiana,LA,4 Year,7192,7435,14627,16458,23650,4504,21,43100,73100,0.66,0.1,3,3,4,1,22,5,32,1,0,0,0,0,0,0,0,0.724559833,942,0,16256,5407,3792,6007,0.9214,0.8814,0.3406,21.32069847,0.394517866,19680,0.07150000095,0.9398000336,44602.47,18.54000092,0.05360000134,0.622113676731794,0.002886323268206039,0.002220248667850799,0.9076376554174067,0.009103019538188277,4.440497335701599e-4,0.022202486678507993,0.012433392539964476,0.007104795737122558,162,4210
Grinnell College,Iowa,IA,4 Year,12810,52392,65202,52392,65202,1734,4,53400,96500,0.49,0.41,3,3,3,2,19,4,33,0,0,0,0,0,0,0,0,0.105393323,1450,0,15726,21865,31368,11437,0.8296,0.2009,0.8677,19.44418605,0.175609756,74915.5,0.1364000034,0.8947000122,70311.1,6.889999866,0.031900000569999996,0.5461361014994233,0.0017301038062283738,0.07381776239907728,0.05767012687427912,0.07727797001153403,0,0.5790080738177624,0.04267589388696655,0.03633217993079585,228,439
Gustavus Adolphus College,Minnesota,MN,4 Year,9910,45400,55310,45400,55310,2457,7,51200,96800,0.47,0.22,3,3,3,2,27,4,31,0,0,0,0,0,0,0,0,0.725717294,1330,0,15700,18362,16847,7876,0.892,0.2471,0.7835,19.6039261,0.146583851,78419.5,0.09180000305,0.9462999725,72113.21,4.5399999619999996,0.02650000095,0.5421245421245421,8.14000814000814e-4,0.03947903947903948,0.018722018722018723,0.03296703296703297,4.07000407000407e-4,0.8441188441188441,0.035002035002035005,0.002035002035002035,65,313
Hamline University,Minnesota,MN,4 Year,10358,41298,51656,41298,51656,4469,14,48100,90400,0.52,0.05,3,3,4,2,27,4,11,0,0,0,0,0,0,0,0,0.764300022,1140,0,15547,18137,8751,8146,0.4517,0.399,0.6501,20.6925859,0.232016211,60017,0.09590000153,0.9319000244,70958.04,5.300000191,0.027799999710000002,0.619825464309689,0.005594092638174088,0.040277466994853434,0.04251510405012307,0.040277466994853434,0.0011188185276348177,0.5045871559633027,0.029313045424032222,0.3186395166703961,79,711
Hampden-Sydney College,Virginia,VA,4 Year,13558,45746,59304,45746,59304,1105,6,58300,108600,0.52,0.2,3,3,3,2,51,5,42,0,0,0,0,0,0,1,0,0.368077055,1170,0,17958,17284,16701,8254,0.9151,0.1782,0.6823,19.51020408,0.29691453821362584,101025.5,0.11600000380000001,0.9348999786000001,68823.49,6.25,0.025599999430000003,0.0018099547511312218,0.004524886877828055,0.01809954751131222,0.07692307692307693,0.02081447963800905,0,0.816289592760181,0.05429864253393665,0.008144796380090498,1,193
Hanover College,Indiana,IN,4 Year,11580,37670,49250,37670,49250,1145,18,47500,85100,0.53,0.24,3,3,3,2,18,3,32,0,0,0,0,0,0,0,0,0.727898967,1264,0,14731,17707,15579,8304,0.7483,0.292,0.675,19.6090535,0.253218884,76697.5,0.08279999733,0.9586000061,64885.98,5.730000019,0.02710000038,0.5790393013100437,0.00611353711790393,0.013973799126637555,0.048034934497816595,0.022707423580786028,0,0.8104803493449781,0.01834061135371179,0.025327510917030567,63,125
Harding University,Arkansas,AR,4 Year,7044,20135,27179,20135,27179,6059,4,49200,88600,0.47,0.1,3,3,4,2,5,5,32,0,0,0,0,0,0,0,0,0.541363636,1183,0,16748,14384,9729,7507,0.7235,0.2128,0.6942,20.98695951,0.205479452,71055,0.08180000305,0.94290000919999994,61757.88,7.900000095,0.03650000095,0.5730318534411619,0.007592011883149035,0.01419376134675689,0.05000825218682951,0.026076910381251033,1.6504373659019642e-4,0.8271992077900644,0.014358805083347087,0.004621224624525499,338,681
Harvey Mudd College,California,CA,4 Year,18127,56876,75003,56876,75003,804,1,88800,158200,0.55,0.85,3,3,3,2,6,8,21,0,0,0,0,0,0,0,0,0.099852227,1533,0,19903,38290,31554,14431,0.9604,0.1206,0.936,19.23039216,0.29691453821362584,104805.5,0.14899999619999998,0.7993000030999999,82806.61,6.2899999619999996,0.030999999049999998,0.4639303482587065,0.004975124378109453,0.20771144278606965,0.01616915422885572,0.09950248756218906,0,0.43781094527363185,0.06218905472636816,0.04477611940298507,102,314
Haverford College,Pennsylvania,PA,4 Year,16402,54592,70994,54592,70994,1194,10,59300,112300,0.47,0.36,3,3,3,2,42,2,21,0,0,0,1,0,0,0,0,0.178357089,1494,0,7503,35266,25847,10700,0.866,0.153,0.9132,19.31835206,0.162055336,65396,0.17219999309999998,0.8516000366,79754.75,7.110000134,0.0324000001,0.5293132328308208,0.0033500837520938024,0.08375209380234507,0.05778894472361809,0.08542713567839195,0,0.6415410385259631,0.05862646566164154,0.009212730318257957,72,345
Hawaii Pacific University,Hawaii,HI,4 Year,14800,25980,40780,25980,40780,5827,2,52200,93500,0.56,0.15,3,3,4,2,15,8,11,0,0,1,1,0,0,0,0,0.853197188,1183,0,27458,17716,5889,8534,0.5418,0.2171,0.445,23.11527905,0.358375635,42913,0.08640000343000001,0.8163999939,72804.49,6.96999979,0.03650000095,0.5666723871632058,0.004118757508151707,0.15805731937532178,0.0592071391796808,0.1311137806761627,0.02196670671014244,0.29054401922086837,0.16938390252273897,0.023682855671872317,827,3169
Henderson State University,Arkansas,AR,4 Year,7504,8436,15940,10086,17590,3627,10,42900,79800,0.57,0.05,3,3,4,1,5,5,32,0,0,0,0,0,0,0,0,0.750105175,1084,0,14863,3117,4632,6613,0.9947,0.4638,0.3565,21.53536515,0.376738306,30416,0.056999998090000004,0.9633000183,45548.96,12.10999966,0.03289999962,0.5679625034463744,0.0019299696719051558,0.006341328921974083,0.23325062034739455,0.04052936311000827,0,0.6647366969947615,0.04190791287565481,8.271298593879239e-4,38,1175
Hendrix College,Arkansas,AR,4 Year,12284,45790,58074,45790,58074,1358,2,48100,90300,0.58,0.33,3,3,4,2,5,5,13,0,0,0,0,0,0,0,0,0.683018868,1286,0,5450,10396,14193,7615,1,0.2863,0.696,19.43055556,0.192066806,64295.5,0.1105000019,0.9379000091999999,63550.03,8.050000191,0.03200000048,0.5493372606774669,0.016200294550810016,0.05670103092783505,0.04786450662739323,0.04786450662739323,7.363770250368188e-4,0.7636229749631811,0.0066273932253313695,0.004418262150220913,76,239
High Point University,North Carolina,NC,4 Year,14130,35118,49248,35118,49248,4399,12,48600,84300,0.5,0.08,3,3,4,2,37,5,12,0,0,0,0,0,0,0,0,0.802780269,1218,0,34555,24007,9065,8267,0.9971,0.1085,0.6968,19.44314869,0.147786947,111649,0.08130000114,0.9277999878,63207.13,7.300000191,0.02970000029,0.6017276653784951,0.004773812230052284,0.01386678790634235,0.0559218004091839,0.039327119799954534,0,0.7990452375539896,0.03796317344851102,0.034325983177995,65,668
Hobart and William Smith Colleges,New York,NY,4 Year,14785,55255,70040,55255,70040,2425,22,56500,108500,0.46,0.18,3,3,4,2,36,2,32,0,0,0,0,0,0,0,0,0.674307036,1285,0,16628,25270,15361,8890,1,0.2237,0.7494,19.41356383,0.125,111824,0.1515999985,0.8875,75518.89,6.989999771,0.03329999924,0.5224742268041237,0.00577319587628866,0.03134020618556701,0.044948453608247424,0.05979381443298969,8.247422680412372e-4,0.6767010309278351,0,0.12288659793814433,140,346
Hofstra University,New York,NY,4 Year,15948,46760,62708,46760,62708,10953,18,57300,110400,0.38,0.07,3,3,4,2,36,2,21,0,0,0,0,0,0,0,0,0.677569718,1288,0,27258,28689,17014,14068,0.4244,0.2149,0.6716,20.2745098,0.23531778,72953,0.12949999809999999,0.8236000061,86369.03,5.659999847,0.0299000001,0.5604857116771661,0.002830274810554186,0.08153017438144801,0.08299096138044372,0.11448918104628869,0.007121336620104081,0.5399433945037889,0.018077239112571898,0.055144709212088014,1072,3363
Holy Cross College,Indiana,IN,4 Year,11500,30820,42320,30820,42320,520,15,48100,87800,0.52,0,3,3,3,2,18,3,21,0,0,0,0,0,0,0,0,0.85942492,1294,0,12780,15079,5500,5822,0.4366,0.2923,0.6205,21.06907895,0.288194444,63590.5,0.11029999730000001,0.9276999664000001,72725.39,5.679999828,0.02890000105,0.34615384615384615,0.0038461538461538464,0.015384615384615385,0.09423076923076923,0.1076923076923077,0.0019230769230769232,0.675,0.03461538461538462,0.009615384615384616,30,134
