name,state,state_code,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,degree_type,pred_degree_type,highest_degree,type_school,ST_FIPS,region,locale,hbcu,pbi,annhi,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority
Carson-Newman University,Tennessee,TN,4 Year,8810,27900,36710,27900,36710,2362,23,42700,76500,0.61,0.05,3,3,4,2,47,5,23,0,0,0,0,0,0,0,0,0.788689468,1112,0,15141,10438,5070,6175,0.5401,0.4338,0.5432,20.58781726,0.346609257,47177,0.06659999847,0.9526000214,53143.24,9.649999619,0.032300000190000004,0.5952582557154953,0.0012701100762066045,0.00550381033022862,0.06477561388653684,0.014394580863674851,0,0.7256562235393734,0,0.1409822184589331,112,203
Carthage College,Wisconsin,WI,4 Year,11990,43550,55540,43550,55540,2948,18,48900,85400,0.48,0.17,3,3,4,2,55,3,22,0,0,0,0,0,0,0,0,0.75691631,1143,0,22033,13619,9050,8219,0.4948,0.2546,0.6529,20.15129151,0.262383901,80809,0.09020000458,0.9091999817,76392.24,4.489999771,0.03039999962,0.5396879240162822,0.004070556309362279,0.011194029850746268,0.05189959294436906,0.042740841248303935,0.0023744911804613297,0.7388059701492538,0.02408412483039349,0.11940298507462686,16,402
Case Western Reserve University,Ohio,OH,4 Year,15190,49042,64232,49042,64232,10771,1,66600,117800,0.44,0.37,3,3,4,2,39,3,11,0,0,0,0,0,0,0,0,0.302389263,1483,0,19030,28888,29952,11917,0.7515,0.1564,0.8493,19.65690759,0.108512629,94000,0.1215999985,0.9231999969,69873.4,6.449999809,0.030099999899999997,0.4994893696035651,0.0012997864636524,0.14325503667254666,0.05226998421687865,0.041221799275833255,4.6420945130442855e-4,0.49939652771330423,0.024974468480178258,0.049391885618791195,2022,2838
Catawba College,North Carolina,NC,4 Year,10488,30520,41008,30520,41008,1300,22,42500,78100,0.58,0.11,3,3,3,2,37,5,22,0,0,0,0,0,0,0,0,0.561164166,1097,0,16964,23003,9187,7473,0.7297,0.3787,0.5756,22.79242637,0.299236641,48930,0.06630000114,0.9402999878,60564.51,7.239999771,0.03349999905,0.5315384615384615,0.009230769230769232,0.011538461538461539,0.20384615384615384,0.036923076923076927,0,0.6884615384615385,0.021538461538461538,0.002307692307692308,34,368
Centenary College of Louisiana,Louisiana,LA,4 Year,13400,36580,49980,36580,49980,619,10,47000,88400,0.37,0.26,3,3,4,2,22,5,12,0,0,0,0,0,0,0,0,0.631278539,1197,0,25855,11504,10993,7865,0.6667,0.3569,0.5623,19.92653061,0.218340611,62373,0.08369999886,0.9458999634,58549.24,11.01000023,0.0375,0.5654281098546042,0.009693053311793215,0.033925686591276254,0.1421647819063005,0.05654281098546042,0.0016155088852988692,0.7027463651050081,0.035541195476575124,0,11,173
Central Baptist College,Arkansas,AR,4 Year,7500,16200,23700,16200,23700,858,18,36900,68000,0.52,0.03,3,3,3,2,5,5,13,0,0,0,0,0,0,0,0,0.616045845,1059,0,20465,9521,3828,5492,0.3011,0.4768,0.3864,24.79196218,0.345549738,38278,0.05690000057,0.9705999756,50351.38,10.14000034,0.03410000086,0.46853146853146854,0.013986013986013986,0.002331002331002331,0.20396270396270397,0.038461538461538464,0.0011655011655011655,0.6946386946386947,0.013986013986013986,0.002331002331002331,25,235
Central College,Iowa,IA,4 Year,10280,37295,47575,37295,47575,1411,9,49000,88800,0.55,0.36,3,3,3,2,19,4,32,0,0,0,0,0,0,0,0,0.745231608,1121,0,16026,12373,12884,7543,0.8952,0.2545,0.6711,19.70415225,0.214801444,81191.5,0.06380000113999999,0.9670999908,59591.09,5.25,0.02539999962,0.5216158752657689,0.003543586109142452,0.010630758327427357,0.01842664776754075,0.03118355776045358,0.001417434443656981,0.8816442239546421,0.009922041105598866,0.03047484053862509,18,106
Central Connecticut State University,Connecticut,CT,4 Year,12176,10616,22792,21856,34032,12037,12,53100,93700,0.45,0.15,3,3,4,1,9,1,21,0,0,0,0,0,0,0,0,0.748289578,1067,0,10456,11783,14841,9790,0.4973,0.3649,0.534,22.070154,0.387482993,48269,0.11319999689999999,0.8687000275,75579.11,5.550000191,0.0324000001,0.5013707734485336,0.0019107751100772617,0.035640109661875884,0.10176954390628894,0.11290188585195647,9.138489656891252e-4,0.6778267010052339,0.0240923818227133,0.028080086400265845,203,3337
Central Michigan University,Michigan,MI,4 Year,10076,12960,23036,12960,23036,26879,23,47700,83600,0.46,0.13,3,3,4,1,26,3,32,0,0,0,0,0,0,0,0,0.770805206,1120,0,12800,11162,9471,10077,0.7681,0.3326,0.6267,21.42965426,0.293298035,57838,0.07760000229,0.9533999634,66048.2,6.139999866,0.03410000086,0.5694780311767551,0.006733881468804643,0.01179359351166338,0.11220655530339671,0.03352059228393914,8.928903605044831e-4,0.7313888165482347,0.022471074072696155,0.039696417277428474,1110,5043
Centre College,Kentucky,KY,4 Year,10480,41700,52180,41700,52180,1387,4,49500,88500,0.52,0.22,3,3,3,2,21,5,32,0,0,0,0,0,0,0,0,0.679781847,1381,0,12858,16344,18047,8543,0.9735,0.198,0.8474,19.37621359,0.202564103,84855.5,0.1119999981,0.9597000122,64052.84,7.699999809,0.02660000086,0.517664023071377,0,0.03316510454217736,0.046142754145638065,0.023071377072819033,0.0014419610670511895,0.7995674116798847,0.03028118240807498,0.004325883201153569,86,186
Charleston Southern University,South Carolina,SC,4 Year,10200,25500,35700,25500,35700,3367,17,42800,76300,0.65,0.09,3,3,4,2,45,5,12,0,0,0,0,0,0,0,0,0.572081218,1082,0,16387,12839,8420,6109,0.6224,0.3717,0.4699,22.16751269,0.307181654,40996,0.07380000114,0.9494000244,57179.15,9.789999962,0.03359999895,0.6225126225126225,0.005346005346005346,0.012177012177012177,0.275022275022275,0.032076032076032074,0.001188001188001188,0.6005346005346005,0.0198990198990199,0.04662904662904663,24,1164
Christian Brothers University,Tennessee,TN,4 Year,7400,32820,40220,32820,40220,1667,4,51500,96500,0.6,0.14,3,3,4,2,47,5,11,0,0,0,0,0,0,0,0,0.965724079,1108,0,12410,12318,8360,7552,0.9918,0.3256,0.5786,23.94409938,0.358792185,40225,0.08020000458,0.9573999786,61225.91,10.65999985,0.03819999933,0.5614877024595081,0.002999400119976005,0.05038992201559688,0.3131373725254949,0.0593881223755249,5.998800239952009e-4,0.47690461907618475,0.023395320935812838,0.04379124175164967,49,750
Christopher Newport University,Virginia,VA,4 Year,11460,14754,26214,27220,38680,5221,17,50800,87200,0.55,0.25,3,3,4,1,51,5,12,0,0,0,0,0,0,0,0,0.885356023,1219,0,21759,9019,10118,9575,0.6341,0.1343,0.773,19.63492064,0.181010929,97520.5,0.12399999619999999,0.9072000122,79798.8,4.909999847,0.023499999049999998,0.5740279639915725,0.002873012832790653,0.023941773606588775,0.07929515418502203,0.049415820723999235,9.57670944263551e-4,0.7546447040796782,0.04807508140203026,0.03811530358168933,14,1068
Claremont McKenna College,California,CA,4 Year,16705,54405,71110,54405,71110,1324,9,68500,125400,0.43,0.16,3,3,4,2,6,8,21,0,0,0,0,0,0,0,0,0.112393466,1487,0,4420,34221,30917,14789,0.9326,0.1973,0.925,19.49765258,0.29691453821362584,71150,0.1513000011,0.7851000214,82855.72,7.2100000380000004,0.03279999971,0.47583081570996977,7.552870090634441e-4,0.10725075528700906,0.04078549848942598,0.1163141993957704,7.552870090634441e-4,0.42220543806646527,0.07628398791540786,0.06570996978851963,225,453
Clark Atlanta University,Georgia,GA,4 Year,9524,23436,32960,23436,32960,3485,18,46300,81100,0.54,0.15,3,3,4,2,13,5,11,1,0,0,0,0,0,0,0,0.582426128,970,0,32085,17750,8743,7863,0.6059,0.6796,0.4192,19.82374942,0.322477309,28746,0.08390000343000001,0.8551000214,60451.55,12.07999992,0.04670000076,0.7383070301291248,0.0040172166427546625,0.0040172166427546625,0.8407460545193687,0.0040172166427546625,0,0.001721664275466284,0,0.10903873744619799,127,2972
Clark University,Massachusetts,MA,4 Year,9170,45730,54900,45730,54900,3423,23,52600,101400,0.47,0.14,3,3,4,2,25,1,12,0,0,0,0,0,0,0,0,0.480309165,1316,0,19148,22163,13386,11390,1,0.219,0.7713,19.71296296,0.162952646,77506,0.14960000040000002,0.8762999725,76163.05,6.489999771,0.02970000029,0.5685071574642127,8.764241893076249e-4,0.05229330996202162,0.03534910896874087,0.04937189599766287,5.842827928717499e-4,0.5118317265556529,0.017236342389716622,0.08501314636283962,847,533
Clarke University,Iowa,IA,4 Year,9600,33350,42950,33350,42950,1200,20,44900,80200,0.52,0.06,3,3,4,2,19,4,13,0,0,0,0,0,0,0,0,0.887836491,1065,0,21922,18761,11063,6360,0.5797,0.3672,0.6017,20.83816425,0.293506494,66479,0.06230000019,0.9626000214,57836.44,6.309999943,0.03039999962,0.6966666666666667,8.333333333333334e-4,0.0075,0.0275,0.03666666666666667,0,0.8825,0.013333333333333334,0.020833333333333332,13,103
Clarkson University,New York,NY,4 Year,14908,49444,64352,49444,64352,3873,8,66400,130100,0.58,0.58,3,3,4,2,36,2,33,0,0,0,0,0,0,0,0,0.745827985,1289,0,22559,17124,14424,11340,0.951,0.2303,0.7561,19.59682081,0.152870992,90321,0.10430000310000001,0.9380999756,62331.73,7.159999847,0.03589999914,0.30570617092693003,0.002581977794990963,0.03150012909888975,0.019881229021430417,0.043893622514846374,2.581977794990963e-4,0.7725277562612961,0.01884843790343403,0.028143557965401498,319,453
Cleary University,Michigan,MI,4 Year,9600,20250,29850,20250,29850,537,22,47400,84700,0.5,0,3,3,4,2,26,3,22,0,0,0,0,0,0,0,0,0.758656873,1059,0,19213,10538,3099,5476,0.0986,0.2868,0.5377,27.73880597,0.422924901,46773.5,0.1097000027,0.9451000213999999,81153.11,4.320000172,0.0275,0.5400372439478585,0,0.0260707635009311,0.07635009310986965,0.0223463687150838,0,0.7430167597765364,0,0.07635009310986965,30,67
Clemson University,South Carolina,SC,4 Year,10832,14970,25802,36724,47556,21857,2,57500,106700,0.5,0.39,3,3,4,1,45,5,21,0,0,0,0,0,0,0,0,0.492224562,1339,0,14638,18658,12346,10679,0.8977,0.1483,0.8519,20.47270306,0.172454385,78377,0.1,0.9451999664,64586.36,7.550000191,0.030499999519999998,0.4648396394747678,0.0018758292537859724,0.01779750194445715,0.06162785377682207,0.027130896280367845,6.405270622683809e-4,0.772109621631514,0.02127464885391408,0.025758338289792744,1569,2849
Cleveland State University,Ohio,OH,4 Year,13560,10625,24185,14992,28552,16936,21,48300,88600,0.51,0.2,3,3,4,1,39,3,11,0,0,0,0,0,0,0,0,0.912915001,1114,0,13468,11072,10210,9778,0.4868,0.3799,0.4966,23.7088226,0.383755459,33556,0.08739999771000001,0.9301999664,57782.89,9.9200000760000009,0.03680000067,0.5497756258856873,0.0015351913084553613,0.02975909305621162,0.1728271138403401,0.043162494095418044,0.0010628247520075578,0.6162612187057156,0.025684931506849314,0.024504015115729805,1443,4641
Coastal Carolina University,South Carolina,SC,4 Year,9190,11536,20726,26648,35838,9976,13,44700,77600,0.48,0.14,3,3,4,1,45,5,13,0,0,0,0,0,0,0,0,0.791357147,1118,0,11393,13482,8596,8167,1,0.3139,0.4856,20.58009241,0.26561862,55785.5,0.08880000114,0.9444000244,64299.08,7.449999809,0.03069999933,0.5508219727345629,0.00400962309542903,0.007718524458700882,0.1908580593424218,0.03488372093023256,0.0013031275060144346,0.7014835605453087,0.04059743384121892,0.005312750601443464,138,2787
Colby College,Maine,ME,4 Year,14190,55210,69400,55210,69400,1847,4,59200,103300,0.5,0.25,3,3,3,2,23,1,33,0,0,0,0,0,0,0,0,0.088730529,1471,0,4267,28857,20915,11594,0.9618,0.1466,0.8846,19.41389728,0.108974359,94859,0.16389999389999999,0.9004000092,80130.48,5.7100000380000004,0.02799999952,0.5295073091499729,0.0016242555495397943,0.05576610720086627,0.030319436924742826,0.061180292365998916,0,0.6009745533297238,0.05305901461829995,0.09095831077422847,196,373
Colgate University,New York,NY,4 Year,13995,55870,69865,55870,69865,2888,7,68400,130600,0.41,0.26,3,3,4,2,36,2,32,0,0,0,0,0,0,0,0,0.171892816,1448,0,12189,46642,22762,12138,0.9353,0.1137,0.9057,19.33924612,0.180751174,76732,0.1538000011,0.8643000031,81701.81,6.6300001139999996,0.03069999933,0.5436288088642659,6.925207756232687e-4,0.03566481994459834,0.04155124653739612,0.08414127423822715,0.001038781163434903,0.6724376731301939,0.03497229916897507,0.04224376731301939,252,572
College of Charleston,South Carolina,SC,4 Year,12166,12738,24904,31920,44086,11456,8,47300,85100,0.44,0.2,3,3,4,1,45,5,12,0,0,0,0,0,0,0,0,0.76108182,1211,0,13454,15225,9160,9156,0.6505,0.2109,0.6635,20.9036275,0.200619893,58643,0.11600000380000001,0.9422000122,66962.7,7.679999828,0.02950000048,0.6397520949720671,0.001833100558659218,0.015799581005586594,0.07184008379888268,0.041724860335195534,0.0011347765363128493,0.8049057262569832,0.03500349162011173,0.013093575418994413,168,1917
College of Idaho,Idaho,ID,4 Year,9697,30155,39852,30155,39852,1144,5,44700,82100,0.48,0.17,3,3,4,2,16,7,22,0,0,0,0,0,0,0,0,0.562933025,1181,0,26037,8361,7891,7147,0.5969,0.2373,0.6187,20.35457064,0.268072289,63773,0.07130000114,0.9209999847,57741.96,7.8699998860000004,0.036099998950000003,0.5244755244755245,0.005244755244755245,0.027972027972027972,0.019230769230769232,0.15297202797202797,0.004370629370629371,0.6337412587412588,0.02097902097902098,0.06643356643356643,79,264
College of the Holy Cross,Massachusetts,MA,4 Year,14520,52770,67290,52770,67290,2787,12,61800,114600,0.46,0.24,3,3,3,2,25,1,12,0,0,0,0,0,0,0,0,0.428747307,1346,0,9381,31661,19429,11454,0.898,0.1559,0.9266,19.3666275,0.166253102,106778,0.1469999981,0.8729000092,82332.58,5.579999924,0.027799999710000002,0.4901327592393254,0.001794043774668102,0.05059203444564048,0.039468963042698244,0.10620739146035163,3.588087549336204e-4,0.6864011481880158,0.035163257983494796,0.06566200215285253,40,651
Colorado Mesa University,Colorado,CO,4 Year,10925,9243,20168,22440,33365,9116,14,47800,81500,0.55,0.07,3,3,4,1,8,7,13,0,0,0,0,0,0,0,0,0.802400396,1088,0,13023,8250,9082,7164,0.5652,0.3096,0.3758,22.30319788,0.393754962,44794,0.07710000038,0.9454000092,56304.4,7.070000172,0.03359999895,0.5401491882404563,0.007459412022817025,0.013821851689337429,0.023913997367266345,0.1523694602896007,0.006033347959631417,0.7227950855638438,0.03433523475208425,0.03356735410267661,52,2169
Colorado School of Mines,Colorado,CO,4 Year,13169,18964,32133,38584,51753,5962,1,75600,139600,0.6,0.93,3,3,4,1,8,7,21,0,0,0,0,0,0,0,0,0.568790551,1399,0,16878,21181,16440,12648,0.6862,0.1377,0.8371,20.82373173,0.154464286,95766,0.11210000040000001,0.9205000305,74353.28,5.170000076,0.02630000114,0.2831264676283127,0.0021804763502180475,0.03874538745387454,0.00872190540087219,0.0699429721569943,5.031868500503186e-4,0.7066420664206642,0.040925863804092584,0.017611539751761152,684,960
Columbia International University,South Carolina,SC,4 Year,8150,23690,31840,23690,31840,1103,25,36600,66200,0.62,0,3,3,4,2,45,5,12,0,0,0,0,0,0,0,0,0.456273764,1049,0,19328,10003,6485,5030,0.9412,0.3676,0.6533,22.4796748,0.24137931,49959.5,0.09069999695,0.9451000213999999,64434.93,7.260000229,0.0325,0.48322756119673616,0.0027198549410698096,0.030825022665457842,0.17951042611060744,0.025385312783318223,0,0.6545784224841342,0.01813236627379873,0.03445149592021759,60,283
Columbia University,New York,NY,4 Year,14016,59985,74001,59985,74001,27589,10,71400,126800,0.45,0.3,3,3,4,2,36,2,11,0,0,0,0,0,0,0,0,0.041302569,1528,0,-4550,39652,103877,19986,0.4533,0.2332,0.9708,23.27515152,0.250490517,31310.5,0.1639999962,0.7794000244,76971.15,8.779999733,0.03670000076,0.5071948965167277,0.0025009967740766245,0.12591975062524918,0.05114357171336402,0.07930697016927037,9.78650911595201e-4,0.34742107361629637,0.026604806263365834,0.06455471383522418,8320,7903
Columbus State University,Georgia,GA,4 Year,9880,7200,17080,20682,30562,8192,25,43300,77900,0.59,0.1,3,3,4,1,13,5,12,0,0,0,0,0,0,0,0,0.78521327,1043,0,12410,5773,7409,7684,0.6291,0.4299,0.4062,23.55863808,0.329517863,32787.5,0.07519999981,0.9345999908,55979.92,10.71000004,0.03470000029,0.59765625,0.0042724609375,0.021484375,0.3565673828125,0.052490234375,0.00244140625,0.526123046875,0.022216796875,3.662109375e-4,115,3764
Connecticut College,Connecticut,CT,4 Year,15150,54820,69970,54820,69970,1900,8,57500,100800,0.36,0.3,3,3,3,2,9,1,13,0,0,0,0,0,0,0,0,0.409528769,1416,0,18628,26046,15305,9524,0.7407,0.1623,0.8146,19.53346856,0.140425532,89003,0.1744000053,0.8597000122,83703.47,6.559999943,0.030499999519999998,0.6178947368421053,0,0.035263157894736843,0.03263157894736842,0.08578947368421053,0,0.7173684210526315,0.02736842105263158,0.04789473684210526,102,344
Corban University,Oregon,OR,4 Year,10228,33040,43268,33040,43268,1125,21,42500,77300,0.63,0.01,3,3,4,2,41,8,12,0,0,0,0,0,0,0,0,0.375,1103,0,22928,9967,3900,6579,0.4386,0.3282,0.5818,20.52973978,0.225242718,67205,0.07889999866,0.9102999878,61069.68,7.510000229,0.04210000038,0.5991111111111111,0.008888888888888889,0.021333333333333333,0.016,0.030222222222222223,0.006222222222222222,0.7786666666666666,0.064,0.060444444444444446,16,165
Cornell College,Iowa,IA,4 Year,9384,42299,51683,42299,51683,1086,6,49600,90600,0.47,0.22,3,3,3,2,19,4,31,0,0,0,0,0,0,0,0,0.81100141,1283,0,17165,16039,12307,7781,1,0.2365,0.6555,19.76853933,0.195754717,80000,0.09739999771,0.9362000275,67428.42,5.449999809,0.02890000105,0.5313075506445673,0.003683241252302026,0.02394106813996317,0.05064456721915286,0.1289134438305709,0.0027624309392265192,0.6629834254143646,0.0423572744014733,0.040515653775322284,48,274
Cornell University,New York,NY,4 Year,14816,55188,70004,55188,70004,21679,9,70100,128200,0.45,0.43,3,3,4,2,36,2,13,0,0,0,0,0,0,0,0,0.086850698,1510,0,1917,31789,31240,15761,0.9206,0.1737,0.9475,19.83941158,0.154164018,75110,0.1572000027,0.8366000366,80346.48,6.489999771,0.03200000048,0.48466257668711654,0.002952165690299368,0.14433322570229254,0.04884911665667235,0.09197841228838968,6.919138336639144e-4,0.39665113704506666,0.03514922275012685,0.07717145624798191,4384,7023
Covenant College,Georgia,GA,4 Year,10260,34330,44590,34330,44590,1173,24,44400,79400,0.62,0.19,3,3,4,2,13,5,41,0,0,0,0,0,0,0,0,0.885390428,1222,0,18956,15371,9687,8202,0.9714,0.2023,0.7017,19.58461539,0.29691453821362584,78999,0.08380000114,0.9322000122,63670.68,7.260000229,0.029000000950000004,0.587382779198636,0.0034100596760443308,0.01875532821824382,0.027280477408354646,0.028985507246376812,0.0017050298380221654,0.8525149190110827,0.0196078431372549,0.02216538789428815,30,117
Creighton University,Nebraska,NE,4 Year,11036,39916,50952,39916,50952,8236,2,53500,95800,0.56,0.09,3,3,4,2,31,4,11,0,0,0,0,0,0,0,0,0.777464097,1300,0,23981,30015,15788,10009,0.6528,0.0742,0.8018,20.86,0.183839881,94392,0.09850000380999999,0.9319000244,68443.5,5.650000095,0.02539999962,0.5724866440019427,0.004371053909664886,0.09009227780475959,0.04006799417192812,0.05730937348227295,0.0030354541039339486,0.7237736765420106,0.03144730451675571,0.026104905293831956,196,1864
Dakota State University,South Dakota,SD,4 Year,6873,9276,16149,12249,19122,3047,5,48400,84300,0.49,0.53,3,3,4,1,46,4,32,0,0,0,0,0,0,0,0,0.856093979,1133,0,15432,7800,8651,8564,0.7926,0.1993,0.4755,23.88209983,0.275510204,50856.5,0.055300002099999995,0.9711000061,52093.19,7.190000057,0.02339999914,0.44765342960288806,0.008204791598293404,0.020019691499835904,0.04725959960617,0.037742041352149654,0.001969149983590417,0.8021004266491631,0.02461437479488021,0.020019691499835904,116,426
Dakota Wesleyan University,South Dakota,SD,4 Year,7350,27300,34650,27300,34650,870,9,41800,75700,0.52,0.1,3,3,4,2,46,4,33,0,0,0,0,0,0,0,0,0.757402101,1113,0,18608,12427,5969,6148,0.6282,0.3022,0.5016,22.50609756,0.289416847,68742.5,0.05159999847,0.9680000305,47601.81,10.59000015,0.02819999933,0.5678160919540229,0.010344827586206896,0.0022988505747126436,0.017241379310344827,0.026436781609195402,0,0.903448275862069,0.020689655172413793,0.0034482758620689655,14,67
Dartmouth College,New Hampshire,NH,4 Year,15756,55453,71209,55453,71209,6298,1,71500,130900,0.44,0.35,3,3,4,2,33,1,33,0,0,0,0,0,0,0,0,0.061715334,1508,0,6794,35405,28821,16392,0.801,0.1734,0.9424,20.4707113,0.173626374,68455.5,0.1547000027,0.8530000305000001,79834.73,6.800000191,0.03180000067,0.47110193712289616,0.016195617656398858,0.12305493807557955,0.054144172753255004,0.0708161321054303,0.0011114639568116863,0.471260717688155,0.03890123848840902,0.07145125436646554,964,1916
Delta State University,Mississippi,MS,4 Year,7722,7246,14968,7246,14968,3614,8,40800,74200,0.63,0.05,3,3,4,1,28,5,33,0,0,0,0,0,0,0,0,0.997780244,1020,0,13044,7296,8509,6917,0.6883,0.3981,0.4118,22.43422053,0.322715842,25245,0.057899999619999996,0.9834999847,39124.62,21.95999908,0.05909999847,0.6209186496956282,0.0011068068622025456,0.006640841173215274,0.36662977310459327,0.012451577199778638,0.001383508577753182,0.5633646928610957,0.0063641394576646375,0.011344770337576093,111,1426
Denison University,Ohio,OH,4 Year,12710,51960,64670,51960,64670,2278,5,54400,104800,0.45,0.22,3,3,3,2,39,3,23,0,0,0,0,0,0,0,0,0.282665826,1353,0,14457,25195,21937,9958,0.996,0.1659,0.8089,19.39082279,0.171232877,77800.5,0.1464000034,0.9176999664000001,76349.35,5.980000019,0.02859999895,0.5763827919227392,4.389815627743635e-4,0.03687445127304653,0.06935908691834942,0.10052677787532924,8.77963125548727e-4,0.6650570676031606,0.03511852502194908,0.019315188762071993,165,554
